Date_NodeID	1_0
2023120100	0.0000
2023120101	0.0000
2023120102	0.0000
2023120103	0.0000
2023120104	0.0000
2023120105	0.0000
2023120106	0.0000
2023120107	0.0000
2023120108	0.0000
2023120109	0.0000
2023120110	0.0000
2023120111	0.0000
2023120112	0.0000
2023120113	0.0000
2023120114	0.0000
2023120115	0.0000
2023120116	0.0000
2023120117	0.0000
2023120118	0.0000
2023120119	0.0000
2023120120	0.0000
2023120121	0.0000
2023120122	0.0000
2023120123	0.0000
2023120200	0.0000
2023120201	0.0000
2023120202	0.0000
2023120203	0.0000
2023120204	0.0000
2023120205	0.0000
2023120206	0.0000
2023120207	0.0000
2023120208	0.0000
2023120209	0.0000
2023120210	0.0000
2023120211	0.0000
2023120212	0.0000
2023120213	0.0000
2023120214	0.0000
2023120215	0.0000
2023120216	0.0000
2023120217	0.0000
2023120218	0.0000
2023120219	0.0000
2023120220	0.0000
2023120221	0.0000
2023120222	0.0000
2023120223	0.0000
2023120300	0.0000
2023120301	0.0000
2023120302	0.0000
2023120303	0.0000
2023120304	0.0000
2023120305	0.0000
2023120306	0.0000
2023120307	0.0000
2023120308	0.0000
2023120309	0.0000
2023120310	0.0000
2023120311	0.0000
2023120312	0.0000
2023120313	0.0000
2023120314	0.0000
2023120315	0.0000
2023120316	0.0000
2023120317	0.0000
2023120318	0.0000
2023120319	0.0000
2023120320	0.0000
2023120321	0.0000
2023120322	0.0000
2023120323	0.0000
2023120400	0.0000
2023120401	0.0000
2023120402	0.0000
2023120403	0.0000
2023120404	0.0000
2023120405	0.0000
2023120406	0.0000
2023120407	0.0000
2023120408	0.0000
2023120409	0.0000
2023120410	0.0000
2023120411	0.0000
2023120412	0.0000
2023120413	0.0000
2023120414	0.0000
2023120415	0.0000
2023120416	0.0000
2023120417	0.0000
2023120418	0.0000
2023120419	0.0000
2023120420	0.0000
2023120421	0.0000
2023120422	0.0000
2023120423	0.0000
2023120500	0.0000
2023120501	0.0000
2023120502	0.0000
2023120503	0.0000
2023120504	0.0000
2023120505	0.0000
2023120506	0.0000
2023120507	0.0000
2023120508	0.0000
2023120509	0.0000
2023120510	0.0000
2023120511	0.0000
2023120512	0.0000
2023120513	0.0000
2023120514	0.0000
2023120515	0.0000
2023120516	0.0000
2023120517	0.0000
2023120518	0.0000
2023120519	0.0000
2023120520	0.0000
2023120521	0.0000
2023120522	0.0000
2023120523	0.0000
2023120600	0.0000
2023120601	0.0000
2023120602	0.0000
2023120603	0.0000
2023120604	0.0000
2023120605	0.0000
2023120606	0.0000
2023120607	0.0000
2023120608	0.0000
2023120609	0.0000
2023120610	0.0000
2023120611	0.0000
2023120612	0.0000
2023120613	0.0000
2023120614	0.0000
2023120615	0.0000
2023120616	0.0000
2023120617	0.0000
2023120618	0.0000
2023120619	0.0000
2023120620	0.0000
2023120621	0.0000
2023120622	0.0000
2023120623	0.0000
2023120700	0.0000
2023120701	0.0000
2023120702	0.0000
2023120703	0.0000
2023120704	0.0000
2023120705	0.0000
2023120706	0.0000
2023120707	0.0000
2023120708	0.0000
2023120709	0.0000
2023120710	0.0000
2023120711	0.0000
2023120712	0.0000
2023120713	0.0000
2023120714	0.0000
2023120715	0.0000
2023120716	0.0000
2023120717	0.0000
2023120718	0.0000
2023120719	0.0000
2023120720	0.0000
2023120721	0.0000
2023120722	0.0000
2023120723	0.0000
2023120800	0.0000
2023120801	0.0000
2023120802	0.0000
2023120803	0.0000
2023120804	0.0000
2023120805	0.0000
2023120806	0.0000
2023120807	0.0000
2023120808	0.0000
2023120809	0.0000
2023120810	0.0000
2023120811	0.0000
2023120812	0.0000
2023120813	0.0000
2023120814	0.0000
2023120815	0.0000
2023120816	0.0000
2023120817	0.0000
2023120818	0.0000
2023120819	0.0000
2023120820	0.0000
2023120821	0.0000
2023120822	0.0000
2023120823	0.0000
2023120900	0.0000
2023120901	0.0000
2023120902	0.0000
2023120903	0.0000
2023120904	0.0000
2023120905	0.0000
2023120906	0.0000
2023120907	0.0000
2023120908	0.0000
2023120909	0.0000
2023120910	0.0000
2023120911	0.0000
2023120912	0.0000
2023120913	0.0000
2023120914	0.0000
2023120915	0.0000
2023120916	0.0000
2023120917	0.0000
2023120918	0.0000
2023120919	0.0000
2023120920	0.0000
2023120921	0.0000
2023120922	0.0000
2023120923	0.0000
2023121000	0.0000
2023121001	0.0000
2023121002	0.0000
2023121003	0.0000
2023121004	0.0000
2023121005	0.0000
2023121006	0.0000
2023121007	0.0000
2023121008	0.0000
2023121009	0.0000
2023121010	0.0000
2023121011	0.0000
2023121012	0.0000
2023121013	0.0000
2023121014	0.0000
2023121015	0.0000
2023121016	0.0000
2023121017	0.0000
2023121018	0.0000
2023121019	0.0000
2023121020	0.0000
2023121021	0.0000
2023121022	0.0000
2023121023	0.0000
2023121100	0.0000
2023121101	0.0000
2023121102	0.0000
2023121103	0.0000
2023121104	0.0000
2023121105	0.0000
2023121106	0.0000
2023121107	0.0000
2023121108	0.0000
2023121109	0.0000
2023121110	0.0000
2023121111	0.0000
2023121112	0.0000
2023121113	0.0000
2023121114	0.0000
2023121115	0.0000
2023121116	0.0000
2023121117	0.0000
2023121118	0.0000
2023121119	0.0000
2023121120	0.0000
2023121121	0.0000
2023121122	0.0000
2023121123	0.0000
2023121200	0.0000
2023121201	0.0000
2023121202	0.0000
2023121203	0.0000
2023121204	0.0000
2023121205	0.0000
2023121206	0.0000
2023121207	0.0000
2023121208	0.0000
2023121209	0.0000
2023121210	0.0000
2023121211	0.0000
2023121212	0.0000
2023121213	0.0000
2023121214	0.0000
2023121215	0.0000
2023121216	0.0000
2023121217	0.0000
2023121218	0.0000
2023121219	0.0000
2023121220	0.0000
2023121221	0.0000
2023121222	0.0000
2023121223	0.0000
2023121300	0.0000
2023121301	0.0000
2023121302	0.0000
2023121303	0.0000
2023121304	0.0000
2023121305	0.0000
2023121306	0.0000
2023121307	0.0000
2023121308	0.0000
2023121309	0.0000
2023121310	0.0000
2023121311	0.0000
2023121312	0.0000
2023121313	0.0000
2023121314	0.0000
2023121315	0.0000
2023121316	0.0000
2023121317	0.0000
2023121318	0.0000
2023121319	0.0000
2023121320	0.0000
2023121321	0.0000
2023121322	0.0000
2023121323	0.0000
2023121400	0.0000
2023121401	0.0000
2023121402	0.0000
2023121403	0.0000
2023121404	0.0000
2023121405	0.0000
2023121406	0.0000
2023121407	0.0000
2023121408	0.0000
2023121409	0.0000
2023121410	0.0000
2023121411	0.0000
2023121412	0.0000
2023121413	0.0000
2023121414	0.0000
2023121415	0.0000
2023121416	0.0000
2023121417	0.0000
2023121418	0.0000
2023121419	0.0000
2023121420	0.0000
2023121421	0.0000
2023121422	0.0000
2023121423	0.0000
2023121500	0.0000
2023121501	0.0000
2023121502	0.0000
2023121503	0.0000
2023121504	0.0000
2023121505	0.0000
2023121506	0.0000
2023121507	0.0000
2023121508	0.0000
2023121509	0.0000
2023121510	0.0000
2023121511	0.0000
2023121512	0.0000
2023121513	0.0000
2023121514	0.0000
2023121515	0.0000
2023121516	0.0000
2023121517	0.0000
2023121518	0.0000
2023121519	0.0000
2023121520	0.0000
2023121521	0.0000
2023121522	0.0000
2023121523	0.0000
2023121600	0.0000
2023121601	0.0000
2023121602	0.0000
2023121603	0.0000
2023121604	0.0000
2023121605	0.0000
2023121606	0.0000
2023121607	0.0000
2023121608	0.0000
2023121609	0.0000
2023121610	0.0000
2023121611	0.0000
2023121612	0.0000
2023121613	0.0000
2023121614	0.0000
2023121615	0.0000
2023121616	0.0000
2023121617	0.0000
2023121618	0.0000
2023121619	0.0000
2023121620	0.0000
2023121621	0.0000
2023121622	0.0000
2023121623	0.0000
2023121700	0.0000
2023121701	0.0000
2023121702	0.0000
2023121703	0.0000
2023121704	0.0000
2023121705	0.0000
2023121706	0.0000
2023121707	0.0000
2023121708	0.0000
2023121709	0.0000
2023121710	0.0000
2023121711	0.0000
2023121712	0.0000
2023121713	0.0000
2023121714	0.0000
2023121715	0.0000
2023121716	0.0000
2023121717	0.0000
2023121718	0.0000
2023121719	0.0000
2023121720	0.0000
2023121721	0.0000
2023121722	0.0000
2023121723	0.0000
2023121800	0.0000
2023121801	0.0000
2023121802	0.0000
2023121803	0.0000
2023121804	0.0000
2023121805	0.0000
2023121806	0.0000
2023121807	0.0000
2023121808	0.0000
2023121809	0.0000
2023121810	0.0000
2023121811	0.0000
2023121812	0.0000
2023121813	0.0000
2023121814	0.0000
2023121815	0.0000
2023121816	0.0000
2023121817	0.0000
2023121818	0.0000
2023121819	0.0000
2023121820	0.0000
2023121821	0.0000
2023121822	0.0000
2023121823	0.0000
2023121900	0.0000
2023121901	0.0000
2023121902	0.0000
2023121903	0.0000
2023121904	0.0000
2023121905	0.0000
2023121906	0.0000
2023121907	0.0000
2023121908	0.0000
2023121909	0.0000
2023121910	0.0000
2023121911	0.0000
2023121912	0.0000
2023121913	0.0000
2023121914	0.0000
2023121915	0.0000
2023121916	0.0000
2023121917	0.0000
2023121918	0.0000
2023121919	0.0000
2023121920	0.0000
2023121921	0.0000
2023121922	0.0000
2023121923	0.0000
2023122000	0.0000
2023122001	0.0000
2023122002	0.0000
2023122003	0.0000
2023122004	0.0000
2023122005	0.0000
2023122006	0.0000
2023122007	0.0000
2023122008	0.0000
2023122009	0.0000
2023122010	0.0000
2023122011	0.0000
2023122012	0.0000
2023122013	0.0000
2023122014	0.0000
2023122015	0.0000
2023122016	0.0000
2023122017	0.0000
2023122018	0.0000
2023122019	0.0000
2023122020	0.0000
2023122021	0.0000
2023122022	0.0000
2023122023	0.0000
2023122100	0.0000
2023122101	0.0000
2023122102	0.0000
2023122103	0.0000
2023122104	0.0000
2023122105	0.0000
2023122106	0.0000
2023122107	0.0000
2023122108	0.0000
2023122109	0.0000
2023122110	0.0000
2023122111	0.0000
2023122112	0.0000
2023122113	0.0000
2023122114	0.0000
2023122115	0.0000
2023122116	0.0000
2023122117	0.0000
2023122118	0.0000
2023122119	0.0000
2023122120	0.0000
2023122121	0.0000
2023122122	0.0000
2023122123	0.0000
2023122200	0.0000
2023122201	0.0000
2023122202	0.0000
2023122203	0.0000
2023122204	0.0000
2023122205	0.0000
2023122206	0.0000
2023122207	0.0000
2023122208	0.0000
2023122209	0.0000
2023122210	0.0000
2023122211	0.0000
2023122212	0.0000
2023122213	0.0000
2023122214	0.0000
2023122215	0.0000
2023122216	0.0000
2023122217	0.0000
2023122218	0.0000
2023122219	0.0000
2023122220	0.0000
2023122221	0.0000
2023122222	0.0000
2023122223	0.0000
2023122300	0.0000
2023122301	0.0000
2023122302	0.0000
2023122303	0.0000
2023122304	0.0000
2023122305	0.0000
2023122306	0.0000
2023122307	0.0000
2023122308	0.0000
2023122309	0.0000
2023122310	0.0000
2023122311	0.0000
2023122312	0.0000
2023122313	0.0000
2023122314	0.0000
2023122315	0.0000
2023122316	0.0000
2023122317	0.0000
2023122318	0.0000
2023122319	0.0000
2023122320	0.0000
2023122321	0.0000
2023122322	0.0000
2023122323	0.0000
2023122400	0.0000
2023122401	0.0000
2023122402	0.0000
2023122403	0.0000
2023122404	0.0000
2023122405	0.0000
2023122406	0.0000
2023122407	0.0000
2023122408	0.0000
2023122409	0.0000
2023122410	0.0000
2023122411	0.0000
2023122412	0.0000
2023122413	0.0000
2023122414	0.0000
2023122415	0.0000
2023122416	0.0000
2023122417	0.0000
2023122418	0.0000
2023122419	0.0000
2023122420	0.0000
2023122421	0.0000
2023122422	0.0000
2023122423	0.0000
2023122500	0.0000
2023122501	0.0000
2023122502	0.0000
2023122503	0.0000
2023122504	0.0000
2023122505	0.0000
2023122506	0.0000
2023122507	0.0000
2023122508	0.0000
2023122509	0.0000
2023122510	0.0000
2023122511	0.0000
2023122512	0.0000
2023122513	0.0000
2023122514	0.0000
2023122515	0.0000
2023122516	0.0000
2023122517	0.0000
2023122518	0.0000
2023122519	0.0000
2023122520	0.0000
2023122521	0.0000
2023122522	0.0000
2023122523	0.0000
2023122600	0.0000
2023122601	0.0000
2023122602	0.0000
2023122603	0.0000
2023122604	0.0000
2023122605	0.0000
2023122606	0.0000
2023122607	0.0000
2023122608	0.0000
2023122609	0.0000
2023122610	0.0000
2023122611	0.0000
2023122612	0.0000
2023122613	0.0000
2023122614	0.0000
2023122615	0.0000
2023122616	0.0000
2023122617	0.0000
2023122618	0.0000
2023122619	0.0000
2023122620	0.0000
2023122621	0.0000
2023122622	0.0000
2023122623	0.0000
2023122700	0.0000
2023122701	0.0000
2023122702	0.0000
2023122703	0.0000
2023122704	0.0000
2023122705	0.0000
2023122706	0.0000
2023122707	0.0000
2023122708	0.0000
2023122709	0.0000
2023122710	0.0000
2023122711	0.0000
2023122712	0.0000
2023122713	0.0000
2023122714	0.0000
2023122715	0.0000
2023122716	0.0000
2023122717	0.0000
2023122718	0.0000
2023122719	0.0000
2023122720	0.0000
2023122721	0.0000
2023122722	0.0000
2023122723	0.0000
2023122800	0.0000
2023122801	0.0000
2023122802	0.0000
2023122803	0.0000
2023122804	0.0000
2023122805	0.0000
2023122806	0.0000
2023122807	0.0000
2023122808	0.0000
2023122809	0.0000
2023122810	0.0000
2023122811	0.0000
2023122812	0.0000
2023122813	0.0000
2023122814	0.0000
2023122815	0.0000
2023122816	0.0000
2023122817	0.0000
2023122818	0.0000
2023122819	0.0000
2023122820	0.0000
2023122821	0.0000
2023122822	0.0000
2023122823	0.0000
2023122900	0.0000
2023122901	0.0000
2023122902	0.0000
2023122903	0.0000
2023122904	0.0000
2023122905	0.0000
2023122906	0.0000
2023122907	0.0000
2023122908	0.0000
2023122909	0.0000
2023122910	0.0000
2023122911	0.0000
2023122912	0.0000
2023122913	0.0000
2023122914	0.0000
2023122915	0.0000
2023122916	0.0000
2023122917	0.0000
2023122918	0.0000
2023122919	0.0000
2023122920	0.0000
2023122921	0.0000
2023122922	0.0000
2023122923	0.0000
2023123000	0.0000
2023123001	0.0000
2023123002	0.0000
2023123003	0.0000
2023123004	0.0000
2023123005	0.0000
2023123006	0.0000
2023123007	0.0000
