Date_NodeID	0
2023120100	1.2000
2023120101	1.2000
2023120102	1.2000
2023120103	1.2000
2023120104	1.2000
2023120105	1.2000
2023120106	1.2000
2023120107	1.2000
2023120108	1.2000
2023120109	1.2000
2023120110	1.2000
2023120111	1.2000
2023120112	1.2000
2023120113	1.2000
2023120114	1.2000
2023120115	1.2000
2023120116	1.2000
2023120117	1.2000
2023120118	1.2000
2023120119	1.2000
2023120120	1.2000
2023120121	1.2000
2023120122	1.2000
2023120123	1.2000
2023120200	1.2000
2023120201	1.2000
2023120202	1.2000
2023120203	1.2000
2023120204	1.2000
2023120205	1.2000
2023120206	1.2000
2023120207	1.2000
2023120208	1.2000
2023120209	1.2000
2023120210	1.2000
2023120211	1.2000
2023120212	1.2000
2023120213	1.2000
2023120214	1.2000
2023120215	1.2000
2023120216	1.2000
2023120217	1.2000
2023120218	1.2000
2023120219	1.2000
2023120220	1.2000
2023120221	1.2000
2023120222	1.2000
2023120223	1.2000
2023120300	1.2000
2023120301	1.2000
2023120302	1.2000
2023120303	1.2000
2023120304	1.2000
2023120305	1.2000
2023120306	1.2000
2023120307	1.2000
2023120308	1.2000
2023120309	1.2000
2023120310	1.2000
2023120311	1.2000
2023120312	1.2000
2023120313	1.2000
2023120314	1.2000
2023120315	1.2000
2023120316	1.2000
2023120317	1.2000
2023120318	1.2000
2023120319	1.2000
2023120320	1.2000
2023120321	1.2000
2023120322	1.2000
2023120323	1.2000
2023120400	1.2000
2023120401	1.2000
2023120402	1.2000
2023120403	1.2000
2023120404	1.2000
2023120405	1.2000
2023120406	1.2000
2023120407	1.2000
2023120408	1.2000
2023120409	1.2000
2023120410	1.2000
2023120411	1.2000
2023120412	1.2000
2023120413	1.2000
2023120414	1.2000
2023120415	1.2000
2023120416	1.2000
2023120417	1.2000
2023120418	1.2000
2023120419	1.2000
2023120420	1.2000
2023120421	1.2000
2023120422	1.2000
2023120423	1.2000
2023120500	1.2000
2023120501	1.2000
2023120502	1.2000
2023120503	1.2000
2023120504	1.2000
2023120505	1.2000
2023120506	1.2000
2023120507	1.2000
2023120508	1.2000
2023120509	1.2000
2023120510	1.2000
2023120511	1.2000
2023120512	1.2000
2023120513	1.2000
2023120514	1.2000
2023120515	1.2000
2023120516	1.2000
2023120517	1.2000
2023120518	1.2000
2023120519	1.2000
2023120520	1.2000
2023120521	1.2000
2023120522	1.2000
2023120523	1.2000
2023120600	1.2000
2023120601	1.2000
2023120602	1.2000
2023120603	1.2000
2023120604	1.2000
2023120605	1.2000
2023120606	1.2000
2023120607	1.2000
2023120608	1.2000
2023120609	1.2000
2023120610	1.2000
2023120611	1.2000
2023120612	1.2000
2023120613	1.2000
2023120614	1.2000
2023120615	1.2000
2023120616	1.2000
2023120617	1.2000
2023120618	1.2000
2023120619	1.2000
2023120620	1.2000
2023120621	1.2000
2023120622	1.2000
2023120623	1.2000
2023120700	1.2000
2023120701	1.2000
2023120702	1.2000
2023120703	1.2000
2023120704	1.2000
2023120705	1.2000
2023120706	1.2000
2023120707	1.2000
2023120708	1.2000
2023120709	1.2000
2023120710	1.2000
2023120711	1.2000
2023120712	1.2000
2023120713	1.2000
2023120714	1.2000
2023120715	1.2000
2023120716	1.2000
2023120717	1.2000
2023120718	1.2000
2023120719	1.2000
2023120720	1.2000
2023120721	1.2000
2023120722	1.2000
2023120723	1.2000
2023120800	1.2000
2023120801	1.2000
2023120802	1.2000
2023120803	1.2000
2023120804	1.2000
2023120805	1.2000
2023120806	1.2000
2023120807	1.2000
2023120808	1.2000
2023120809	1.2000
2023120810	1.2000
2023120811	1.2000
2023120812	1.2000
2023120813	1.2000
2023120814	1.2000
2023120815	1.2000
2023120816	1.2000
2023120817	1.2000
2023120818	1.2000
2023120819	1.2000
2023120820	1.2000
2023120821	1.2000
2023120822	1.2000
2023120823	1.2000
2023120900	1.2000
2023120901	1.2000
2023120902	1.2000
2023120903	1.2000
2023120904	1.2000
2023120905	1.2000
2023120906	1.2000
2023120907	1.2000
2023120908	1.2000
2023120909	1.2000
2023120910	1.2000
2023120911	1.2000
2023120912	1.2000
2023120913	1.2000
2023120914	1.2000
2023120915	1.2000
2023120916	1.2000
2023120917	1.2000
2023120918	1.2000
2023120919	1.2000
2023120920	1.2000
2023120921	1.2000
2023120922	1.2000
2023120923	1.2000
2023121000	1.2000
2023121001	1.2000
2023121002	1.2000
2023121003	1.2000
2023121004	1.2000
2023121005	1.2000
2023121006	1.2000
2023121007	1.2000
2023121008	1.2000
2023121009	1.2000
2023121010	1.2000
2023121011	1.2000
2023121012	1.2000
2023121013	1.2000
2023121014	1.2000
2023121015	1.2000
2023121016	1.2000
2023121017	1.2000
2023121018	1.2000
2023121019	1.2000
2023121020	1.2000
2023121021	1.2000
2023121022	1.2000
2023121023	1.2000
2023121100	1.2000
2023121101	1.2000
2023121102	1.2000
2023121103	1.2000
2023121104	1.2000
2023121105	1.2000
2023121106	1.2000
2023121107	1.2000
2023121108	1.2000
2023121109	1.2000
2023121110	1.2000
2023121111	1.2000
2023121112	1.2000
2023121113	1.2000
2023121114	1.2000
2023121115	1.2000
2023121116	1.2000
2023121117	1.2000
2023121118	1.2000
2023121119	1.2000
2023121120	1.2000
2023121121	1.2000
2023121122	1.2000
2023121123	1.2000
2023121200	1.2000
2023121201	1.2000
2023121202	1.2000
2023121203	1.2000
2023121204	1.2000
2023121205	1.2000
2023121206	1.2000
2023121207	1.2000
2023121208	1.2000
2023121209	1.2000
2023121210	1.2000
2023121211	1.2000
2023121212	1.2000
2023121213	1.2000
2023121214	1.2000
2023121215	1.2000
2023121216	1.2000
2023121217	1.2000
2023121218	1.2000
2023121219	1.2000
2023121220	1.2000
2023121221	1.2000
2023121222	1.2000
2023121223	1.2000
2023121300	1.2000
2023121301	1.2000
2023121302	1.2000
2023121303	1.2000
2023121304	1.2000
2023121305	1.2000
2023121306	1.2000
