CHANNEL node 4 GRONANI
N_CASCADE_LINRES 3
K_TRAVELTIME_HOURS 1.00
yyyy mm dd hh [m3/s]    [Mm3]       [m3/s]      [Euro]
yyyy mm dd hh Up_Inflow Storage_Mm3 tot_outflow Qmin_Cost
2022 12 9 0 0.0000 0.00000025 0.0006 0.0000 
2022 12 10 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 11 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 12 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 13 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 14 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 15 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 16 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 17 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 18 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 19 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 20 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 21 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 22 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 23 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 24 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 25 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 26 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 27 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 28 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 29 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 30 0 0.0000 0.00000000 0.0000 0.0000 
2022 12 31 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 1 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 2 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 3 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 4 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 5 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 6 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 7 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 8 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 9 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 10 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 11 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 12 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 13 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 14 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 15 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 16 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 17 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 18 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 19 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 20 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 21 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 22 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 23 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 24 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 25 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 26 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 27 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 28 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 29 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 30 0 0.0000 0.00000000 0.0000 0.0000 
2023 1 31 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 1 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 2 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 3 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 4 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 5 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 6 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 7 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 8 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 9 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 10 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 11 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 12 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 13 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 14 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 15 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 16 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 17 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 18 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 19 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 20 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 21 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 22 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 23 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 24 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 25 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 26 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 27 0 0.0000 0.00000000 0.0000 0.0000 
2023 2 28 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 1 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 2 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 3 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 4 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 5 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 6 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 7 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 8 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 9 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 10 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 11 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 12 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 13 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 14 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 15 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 16 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 17 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 18 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 19 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 20 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 21 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 22 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 23 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 24 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 25 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 26 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 27 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 28 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 29 0 0.0000 0.00000000 0.0000 0.0000 
2023 3 30 0 0.1212 0.00043039 0.1162 0.0000 
2023 3 31 0 0.6964 0.00247841 0.6727 0.0000 
2023 4 1 0 2.7886 0.00993470 2.7023 0.0000 
2023 4 2 0 3.2832 0.01179428 3.2616 0.0000 
2023 4 3 0 2.3708 0.00858027 2.4080 0.0000 
2023 4 4 0 1.6449 0.00595781 1.6752 0.0000 
2023 4 5 0 1.3304 0.00480525 1.3437 0.0000 
2023 4 6 0 1.1504 0.00415053 1.1580 0.0000 
2023 4 7 0 0.9917 0.00357805 0.9983 0.0000 
2023 4 8 0 0.8756 0.00315803 0.8805 0.0000 
2023 4 9 0 0.8022 0.00289162 0.8053 0.0000 
2023 4 10 0 0.7895 0.00284268 0.7900 0.0000 
2023 4 11 0 1.5402 0.00550731 1.5093 0.0000 
2023 4 12 0 0.0000 0.00007648 0.0629 0.0000 
2023 4 13 0 0.0000 0.00000036 0.0009 0.0000 
2023 4 14 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 15 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 16 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 17 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 18 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 19 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 20 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 21 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 22 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 23 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 24 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 25 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 26 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 27 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 28 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 29 0 0.0000 0.00000000 0.0000 0.0000 
2023 4 30 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 1 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 2 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 3 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 4 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 5 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 6 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 7 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 8 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 9 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 10 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 11 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 12 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 13 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 14 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 15 0 0.0000 0.00000000 0.0000 0.0000 
2023 5 16 0 1.9268 0.00684063 1.8476 0.0000 
2023 5 17 0 9.7693 0.03477878 9.4460 0.0000 
2023 5 18 0 6.5483 0.02373230 6.6761 0.0000 
2023 5 19 0 6.2055 0.02235762 6.2214 0.0000 
2023 5 20 0 6.1651 0.02219650 6.1670 0.0000 
2023 5 21 0 5.8328 0.02101468 5.8465 0.0000 
2023 5 22 0 5.7185 0.02059234 5.7234 0.0000 
2023 5 23 0 7.4608 0.02677215 7.3893 0.0000 
2023 5 24 0 7.2909 0.02625546 7.2969 0.0000 
2023 5 25 0 6.6157 0.02385019 6.6435 0.0000 
2023 5 26 0 6.6906 0.02408275 6.6880 0.0000 
2023 5 27 0 5.8894 0.02124153 5.9222 0.0000 
2023 5 28 0 4.7549 0.01717426 4.8020 0.0000 
2023 5 29 0 3.6704 0.01326755 3.7156 0.0000 
2023 5 30 0 3.1026 0.01119794 3.1266 0.0000 
2023 5 31 0 2.7026 0.00974950 2.7194 0.0000 
2023 6 1 0 2.3874 0.00861051 2.4006 0.0000 
2023 6 2 0 2.0423 0.00736950 2.0567 0.0000 
2023 6 3 0 1.7492 0.00631179 1.7614 0.0000 
2023 6 4 0 1.5449 0.00557193 1.5535 0.0000 
2023 6 5 0 1.3797 0.00497522 1.3866 0.0000 
2023 6 6 0 1.2111 0.00436827 1.2181 0.0000 
2023 6 7 0 1.0617 0.00382952 1.0679 0.0000 
2023 6 8 0 0.9247 0.00333563 0.9304 0.0000 
2023 6 9 0 0.8039 0.00290004 0.8089 0.0000 
2023 6 10 0 0.6948 0.00250670 0.6993 0.0000 
2023 6 11 0 0.6011 0.00216862 0.6050 0.0000 
2023 6 12 0 0.5238 0.00188964 0.5271 0.0000 
2023 6 13 0 0.4632 0.00167055 0.4657 0.0000 
2023 6 14 0 0.4054 0.00146232 0.4078 0.0000 
2023 6 15 0 0.3624 0.00130693 0.3642 0.0000 
2023 6 16 0 0.3309 0.00119284 0.3322 0.0000 
2023 6 17 0 0.3010 0.00108503 0.3022 0.0000 
2023 6 18 0 0.2801 0.00100926 0.2809 0.0000 
2023 6 19 0 0.2640 0.00095111 0.2646 0.0000 
2023 6 20 0 0.2624 0.00094471 0.2625 0.0000 
2023 6 21 0 0.2979 0.00107071 0.2965 0.0000 
2023 6 22 0 0.6104 0.00218201 0.5976 0.0000 
2023 6 23 0 0.6635 0.00238596 0.6612 0.0000 
2023 6 24 0 0.5823 0.00210028 0.5856 0.0000 
2023 6 25 0 0.4808 0.00173597 0.4850 0.0000 
2023 6 26 0 0.4095 0.00147770 0.4125 0.0000 
2023 6 27 0 0.3646 0.00131468 0.3664 0.0000 
2023 6 28 0 0.3407 0.00122763 0.3417 0.0000 
2023 6 29 0 0.3232 0.00116447 0.3240 0.0000 
2023 6 30 0 0.3219 0.00115874 0.3219 0.0000 
2023 7 1 0 0.3084 0.00111098 0.3090 0.0000 
2023 7 2 0 0.3049 0.00109782 0.3051 0.0000 
2023 7 3 0 0.3029 0.00109039 0.3029 0.0000 
2023 7 4 0 0.3312 0.00119101 0.3301 0.0000 
2023 7 5 0 0.3480 0.00125193 0.3473 0.0000 
2023 7 6 0 0.3843 0.00138183 0.3828 0.0000 
2023 7 7 0 0.4518 0.00162315 0.4490 0.0000 
2023 7 8 0 0.6324 0.00226777 0.6250 0.0000 
2023 7 9 0 0.7516 0.00269990 0.7466 0.0000 
2023 7 10 0 0.7564 0.00272261 0.7561 0.0000 
2023 7 11 0 0.7528 0.00271014 0.7529 0.0000 
2023 7 12 0 0.8667 0.00311429 0.8620 0.0000 
2023 7 13 0 0.8334 0.00300185 0.8347 0.0000 
2023 7 14 0 0.7456 0.00268837 0.7492 0.0000 
2023 7 15 0 0.7878 0.00283392 0.7861 0.0000 
2023 7 16 0 1.3297 0.00475991 1.3074 0.0000 
2023 7 17 0 2.1142 0.00757204 2.0817 0.0000 
2023 7 18 0 2.0555 0.00740241 2.0574 0.0000 
2023 7 19 0 0.0000 0.00010231 0.0845 0.0000 
2023 7 20 0 0.0000 0.00000048 0.0012 0.0000 
2023 7 21 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 22 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 23 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 24 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 25 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 26 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 27 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 28 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 29 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 30 0 0.0000 0.00000000 0.0000 0.0000 
2023 7 31 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 1 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 2 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 3 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 4 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 5 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 6 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 7 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 8 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 9 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 10 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 11 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 12 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 13 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 14 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 15 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 16 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 17 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 18 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 19 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 20 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 21 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 22 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 23 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 24 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 25 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 26 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 27 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 28 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 29 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 30 0 0.0000 0.00000000 0.0000 0.0000 
2023 8 31 0 0.0000 0.00000000 0.0000 0.0000 
